,station_train_code,train_no,train_type,train_code,from_station,from_station_name,to_station,to_station_name,from_station_telecode,to_station_telecode
1252,D380(厦门北-杭州东),5n0000D3800B,D,D380,厦门北,厦门北,杭州东,杭州东,XKS,HGH
1253,D381(上海虹桥-莆田),5l0000D38183,D,D381,上海虹桥,上海虹桥,莆田,莆田,AOH,PTS
1254,D382(福州南-上海虹桥),5n0000D3820E,D,D382,福州南,福州南,上海虹桥,上海虹桥,FYS,AOH
1255,D631(成都-武汉),760000D63407,D,D631,成都,成都,武汉,武汉,CDW,WHN
1256,D632(武汉-成都),4e0000D63205,D,D632,武汉,武汉,成都,成都,WHN,CDW
1257,D633(武汉-成都),4e0000D63205,D,D633,武汉,武汉,成都,成都,WHN,CDW
1258,D634(成都-武汉),760000D63407,D,D634,成都,成都,武汉,武汉,CDW,WHN
1259,D635(成都东-上海虹桥),760000D63803,D,D635,成都东,成都东,上海虹桥,上海虹桥,ICW,AOH
1260,D636(上海虹桥-成都东),5l0000D63632,D,D636,上海虹桥,上海虹桥,成都东,成都东,AOH,ICW
1261,D637(上海虹桥-成都东),5l0000D63632,D,D637,上海虹桥,上海虹桥,成都东,成都东,AOH,ICW
1262,D638(成都东-上海虹桥),760000D63803,D,D638,成都东,成都东,上海虹桥,上海虹桥,ICW,AOH
1263,D655(重庆北-宁波),770000D65803,D,D655,重庆北,重庆北,宁波,宁波,CUW,NGH
1264,D656(宁波-重庆北),5e0000D65621,D,D656,宁波,宁波,重庆北,重庆北,NGH,CUW
1265,D657(宁波-重庆北),5e0000D65621,D,D657,宁波,宁波,重庆北,重庆北,NGH,CUW
1266,D658(重庆北-宁波),770000D65803,D,D658,重庆北,重庆北,宁波,宁波,CUW,NGH
1267,D671(福州南-深圳北),5n0000D6710C,D,D671,福州南,福州南,深圳北,深圳北,FYS,IOQ
1268,D672(深圳北-福州南),6i0000D6720B,D,D672,深圳北,深圳北,福州南,福州南,IOQ,FYS
1269,D673(厦门-深圳北),580000D67306,D,D673,厦门,厦门,深圳北,深圳北,XMS,IOQ
1270,D674(深圳北-厦门),6i0000D6740I,D,D674,深圳北,深圳北,厦门,厦门,IOQ,XMS
1271,D681(莆田-深圳北),5n0000D6810A,D,D681,莆田,莆田,深圳北,深圳北,PTS,IOQ
1272,D682(深圳北-厦门),6i0000D6820C,D,D682,深圳北,深圳北,厦门,厦门,IOQ,XMS
1273,D683(厦门-深圳北),580000D68307,D,D683,厦门,厦门,深圳北,深圳北,XMS,IOQ
1274,D684(深圳北-厦门),6i0000D6840B,D,D684,深圳北,深圳北,厦门,厦门,IOQ,XMS
1275,D685(厦门-深圳北),580000D68507,D,D685,厦门,厦门,深圳北,深圳北,XMS,IOQ
1276,D686(深圳北-莆田),6i0000D6860B,D,D686,深圳北,深圳北,莆田,莆田,IOQ,PTS
1277,D901(北京西-深圳北),240000D9010F,D,D901,北京西,北京西,深圳北,深圳北,BXP,IOQ
1278,D902(深圳北-北京西),6i0000D9020E,D,D902,深圳北,深圳北,北京西,北京西,IOQ,BXP
1279,D903(北京西-深圳北),240000D90305,D,D903,北京西,北京西,深圳北,深圳北,BXP,IOQ
1280,D905(上海-深圳北),550000D90500,D,D905,上海,上海,深圳北,深圳北,SHH,IOQ
1281,D906(深圳北-上海),6i0000D9060D,D,D906,深圳北,深圳北,上海,上海,IOQ,SHH
1282,D909(北京西-深圳北),240000D90900,D,D909,北京西,北京西,深圳北,深圳北,BXP,IOQ
1283,D910(深圳北-北京西),6i0000D9100A,D,D910,深圳北,深圳北,北京西,北京西,IOQ,BXP
1284,D923(北京西-珠海),240000D9230K,D,D923,北京西,北京西,珠海,珠海,BXP,ZHQ
1285,D924(珠海-北京西),6e0000D92408,D,D924,珠海,珠海,北京西,北京西,ZHQ,BXP
1286,D927(北京西-深圳北),240000D92707,D,D927,北京西,北京西,深圳北,深圳北,BXP,IOQ
1287,D928(深圳北-北京西),6i0000D9280D,D,D928,深圳北,深圳北,北京西,北京西,IOQ,BXP
1288,D930(昆明南-北京西),800000D93001,D,D930,昆明南,昆明南,北京西,北京西,KOM,BXP
1289,D931(上海虹桥-广州南),5l0000D93170,D,D931,上海虹桥,上海虹桥,广州南,广州南,AOH,IZQ
1290,D932(广州南-上海虹桥),6c0000D9330C,D,D932,广州南,广州南,上海虹桥,上海虹桥,IZQ,AOH
1291,D933(广州南-上海虹桥),6c0000D9330C,D,D933,广州南,广州南,上海虹桥,上海虹桥,IZQ,AOH
1292,D934(上海虹桥-广州南),5l0000D93170,D,D934,上海虹桥,上海虹桥,广州南,广州南,AOH,IZQ
1293,D935(上海虹桥-广州南),5l0000D93521,D,D935,上海虹桥,上海虹桥,广州南,广州南,AOH,IZQ
1294,D936(广州南-上海虹桥),6c0000D9370F,D,D936,广州南,广州南,上海虹桥,上海虹桥,IZQ,AOH
1295,D937(广州南-上海虹桥),6c0000D9370F,D,D937,广州南,广州南,上海虹桥,上海虹桥,IZQ,AOH
1296,D938(上海虹桥-广州南),5l0000D93521,D,D938,上海虹桥,上海虹桥,广州南,广州南,AOH,IZQ
1297,D939(北京西-昆明南),240000D93906,D,D939,北京西,北京西,昆明南,昆明南,BXP,KOM
1298,D940(昆明南-北京西),800000D93001,D,D940,昆明南,昆明南,北京西,北京西,KOM,BXP
1299,D941(上海虹桥-珠海),5l0000D94190,D,D941,上海虹桥,上海虹桥,珠海,珠海,AOH,ZHQ
1300,D942(珠海-上海虹桥),6e0000D94200,D,D942,珠海,珠海,上海虹桥,上海虹桥,ZHQ,AOH
1301,D943(珠海-上海虹桥),6e0000D94200,D,D943,珠海,珠海,上海虹桥,上海虹桥,ZHQ,AOH
1302,D944(上海虹桥-珠海),5l0000D94190,D,D944,上海虹桥,上海虹桥,珠海,珠海,AOH,ZHQ
1303,D951(成都东-上海),760000D95400,D,D951,成都东,成都东,上海,上海,ICW,SHH
1304,D952(上海-成都东),550000D95200,D,D952,上海,上海,成都东,成都东,SHH,ICW
1305,D953(上海-成都东),550000D95200,D,D953,上海,上海,成都东,成都东,SHH,ICW
1306,D954(成都东-上海),760000D95400,D,D954,成都东,成都东,上海,上海,ICW,SHH
1307,D955(重庆北-上海),770000D95800,D,D955,重庆北,重庆北,上海,上海,CUW,SHH
1308,D956(上海-重庆北),550000D95600,D,D956,上海,上海,重庆北,重庆北,SHH,CUW
1309,D957(上海-重庆北),550000D95600,D,D957,上海,上海,重庆北,重庆北,SHH,CUW
1310,D958(重庆北-上海),770000D95800,D,D958,重庆北,重庆北,上海,上海,CUW,SHH
1311,D959(厦门北-深圳北),5n0000D95900,D,D959,厦门北,厦门北,深圳北,深圳北,XKS,IOQ
1312,D960(深圳北-厦门北),6i0000D96000,D,D960,深圳北,深圳北,厦门北,厦门北,IOQ,XKS
1313,D2001(北京西-运城北),24000D20010K,D,D2001,北京西,北京西,运城北,运城北,BXP,ABV
1314,D2002(临汾西-北京西),27000D200224,D,D2002,临汾西,临汾西,北京西,北京西,LXV,BXP
1315,D2003(北京西-运城北),24000D20030E,D,D2003,北京西,北京西,运城北,运城北,BXP,ABV
1316,D2004(运城北-北京西),27000D200444,D,D2004,运城北,运城北,北京西,北京西,ABV,BXP
1317,D2005(北京西-临汾西),24000D20050D,D,D2005,北京西,北京西,临汾西,临汾西,BXP,LXV
1318,D2006(运城北-北京西),27000D200644,D,D2006,运城北,运城北,北京西,北京西,ABV,BXP
1319,D2007(石家庄-太原南),26000D200710,D,D2007,石家庄,石家庄,太原南,太原南,SJP,TNV
1320,D2008(太原南-石家庄),27000D200820,D,D2008,太原南,太原南,石家庄,石家庄,TNV,SJP
1321,D2201(郑州-成都东),38000D220108,D,D2201,郑州,郑州,成都东,成都东,ZZF,ICW
1322,D2202(成都东-郑州),76000D220207,D,D2202,成都东,成都东,郑州,郑州,ICW,ZZF
1323,D2205(成都-上海虹桥),76000D220810,D,D2205,成都,成都,上海虹桥,上海虹桥,CDW,AOH
1324,D2206(上海虹桥-成都),5l000D220660,D,D2206,上海虹桥,上海虹桥,成都,成都,AOH,CDW
1325,D2207(上海虹桥-成都),5l000D220660,D,D2207,上海虹桥,上海虹桥,成都,成都,AOH,CDW
1326,D2208(成都-上海虹桥),76000D220810,D,D2208,成都,成都,上海虹桥,上海虹桥,CDW,AOH
1327,D2211(重庆北-上海虹桥),77000D221405,D,D2211,重庆北,重庆北,上海虹桥,上海虹桥,CUW,AOH
1328,D2212(上海虹桥-重庆北),5l000D221222,D,D2212,上海虹桥,上海虹桥,重庆北,重庆北,AOH,CUW
1329,D2213(上海虹桥-重庆北),5l000D221222,D,D2213,上海虹桥,上海虹桥,重庆北,重庆北,AOH,CUW
1330,D2214(重庆北-上海虹桥),77000D221405,D,D2214,重庆北,重庆北,上海虹桥,上海虹桥,CUW,AOH
1331,D2215(重庆北-上海虹桥),77000D221806,D,D2215,重庆北,重庆北,上海虹桥,上海虹桥,CUW,AOH
1332,D2216(上海虹桥-重庆北),5l000D221643,D,D2216,上海虹桥,上海虹桥,重庆北,重庆北,AOH,CUW
1333,D2217(上海虹桥-重庆北),5l000D221643,D,D2217,上海虹桥,上海虹桥,重庆北,重庆北,AOH,CUW
1334,D2218(重庆北-上海虹桥),77000D221806,D,D2218,重庆北,重庆北,上海虹桥,上海虹桥,CUW,AOH
1335,D2221(成都东-杭州东),76000D222406,D,D2221,成都东,成都东,杭州东,杭州东,ICW,HGH
1336,D2222(杭州东-成都东),56000D222242,D,D2222,杭州东,杭州东,成都东,成都东,HGH,ICW
1337,D2223(杭州东-成都东),56000D222242,D,D2223,杭州东,杭州东,成都东,成都东,HGH,ICW
1338,D2224(成都东-杭州东),76000D222406,D,D2224,成都东,成都东,杭州东,杭州东,ICW,HGH
1339,D2225(重庆北-福州),77000D222804,D,D2225,重庆北,重庆北,福州,福州,CUW,FZS
1340,D2226(福州-重庆北),58000D222607,D,D2226,福州,福州,重庆北,重庆北,FZS,CUW
1341,D2227(福州-重庆北),58000D222607,D,D2227,福州,福州,重庆北,重庆北,FZS,CUW
1342,D2228(重庆北-福州),77000D222804,D,D2228,重庆北,重庆北,福州,福州,CUW,FZS
1343,D2231(重庆北-厦门北),77000D223406,D,D2231,重庆北,重庆北,厦门北,厦门北,CUW,XKS
1344,D2232(厦门北-重庆北),5n000D22320A,D,D2232,厦门北,厦门北,重庆北,重庆北,XKS,CUW
1345,D2233(厦门北-重庆北),5n000D22320A,D,D2233,厦门北,厦门北,重庆北,重庆北,XKS,CUW
1346,D2234(重庆北-厦门北),77000D223406,D,D2234,重庆北,重庆北,厦门北,厦门北,CUW,XKS
1347,D2235(成都东-南昌),76000D223804,D,D2235,成都东,成都东,南昌,南昌,ICW,NCG
1348,D2236(南昌-成都东),57000D223609,D,D2236,南昌,南昌,成都东,成都东,NCG,ICW
1349,D2237(南昌-成都东),57000D223609,D,D2237,南昌,南昌,成都东,成都东,NCG,ICW
1350,D2238(成都东-南昌),76000D223804,D,D2238,成都东,成都东,南昌,南昌,ICW,NCG
1351,D2241(成都东-福州),76000D22440A,D,D2241,成都东,成都东,福州,福州,ICW,FZS
1352,D2242(福州-成都东),58000D22420G,D,D2242,福州,福州,成都东,成都东,FZS,ICW
1353,D2243(福州-成都东),58000D22420G,D,D2243,福州,福州,成都东,成都东,FZS,ICW
1354,D2244(成都东-福州),76000D22440A,D,D2244,成都东,成都东,福州,福州,ICW,FZS
1355,D2245(重庆北-杭州东),77000D224803,D,D2245,重庆北,重庆北,杭州东,杭州东,CUW,HGH
1356,D2246(杭州东-重庆北),56000D224612,D,D2246,杭州东,杭州东,重庆北,重庆北,HGH,CUW
1357,D2247(杭州东-重庆北),56000D224612,D,D2247,杭州东,杭州东,重庆北,重庆北,HGH,CUW
1358,D2248(重庆北-杭州东),77000D224803,D,D2248,重庆北,重庆北,杭州东,杭州东,CUW,HGH
1359,D2251(汉口-重庆北),39000D225104,D,D2251,汉口,汉口,重庆北,重庆北,HKN,CUW
1360,D2252(重庆北-汉口),77000D225204,D,D2252,重庆北,重庆北,汉口,汉口,CUW,HKN
1361,D2254(宜兴-成都东),5s000D225410,D,D2254,宜兴,宜兴,成都东,成都东,YUH,ICW
1362,D2255(宜兴-成都东),5s000D225410,D,D2255,宜兴,宜兴,成都东,成都东,YUH,ICW
1363,D2256(成都东-南京南),76000D225620,D,D2256,成都东,成都东,南京南,南京南,ICW,NKH
1364,D2259(汉口-成都东),39000D225906,D,D2259,汉口,汉口,成都东,成都东,HKN,ICW
1365,D2260(成都东-汉口),76000D226008,D,D2260,成都东,成都东,汉口,汉口,ICW,HKN
1366,D2261(成都东-杭州东),76000D226402,D,D2261,成都东,成都东,杭州东,杭州东,ICW,HGH
1367,D2262(杭州东-成都东),56000D226232,D,D2262,杭州东,杭州东,成都东,成都东,HGH,ICW
1368,D2263(杭州东-成都东),56000D226232,D,D2263,杭州东,杭州东,成都东,成都东,HGH,ICW
1369,D2264(成都东-杭州东),76000D226402,D,D2264,成都东,成都东,杭州东,杭州东,ICW,HGH
1370,D2267(重庆北-南通),77000D227002,D,D2267,重庆北,重庆北,南通,南通,CUW,NUH
1371,D2268(南通-重庆北),5f000D226810,D,D2268,南通,南通,重庆北,重庆北,NUH,CUW
1372,D2269(南通-重庆北),5f000D226810,D,D2269,南通,南通,重庆北,重庆北,NUH,CUW
1373,D2270(重庆北-南通),77000D227002,D,D2270,重庆北,重庆北,南通,南通,CUW,NUH
1374,D2271(南京南-重庆北),5l000D227110,D,D2271,南京南,南京南,重庆北,重庆北,NKH,CUW
1375,D2272(重庆北-南京南),77000D227210,D,D2272,重庆北,重庆北,南京南,南京南,CUW,NKH
1376,D2275(重庆北-武汉),77000D227804,D,D2275,重庆北,重庆北,武汉,武汉,CUW,WHN
1377,D2276(武汉-重庆北),4e000D227605,D,D2276,武汉,武汉,重庆北,重庆北,WHN,CUW
1378,D2277(武汉-重庆北),4e000D227605,D,D2277,武汉,武汉,重庆北,重庆北,WHN,CUW
1379,D2278(重庆北-武汉),77000D227804,D,D2278,重庆北,重庆北,武汉,武汉,CUW,WHN
1380,D2281(南京-深圳北),54000D228140,D,D2281,南京,南京,深圳北,深圳北,NJH,IOQ
1381,D2282(深圳北-南京),6i000D228208,D,D2282,深圳北,深圳北,南京,南京,IOQ,NJH
1382,D2283(上海虹桥-深圳北),5l000D228360,D,D2283,上海虹桥,上海虹桥,深圳北,深圳北,AOH,IOQ
1383,D2284(深圳北-上海虹桥),6i000D22840A,D,D2284,深圳北,深圳北,上海虹桥,上海虹桥,IOQ,AOH
1384,D2285(上海虹桥-深圳北),5l000D228521,D,D2285,上海虹桥,上海虹桥,深圳北,深圳北,AOH,IOQ
1385,D2286(深圳北-上海虹桥),6i000D228609,D,D2286,深圳北,深圳北,上海虹桥,上海虹桥,IOQ,AOH
1386,D2287(上海虹桥-深圳北),5l000D228732,D,D2287,上海虹桥,上海虹桥,深圳北,深圳北,AOH,IOQ
1387,D2288(深圳北-上海虹桥),6i000D22880A,D,D2288,深圳北,深圳北,上海虹桥,上海虹桥,IOQ,AOH
1388,D2293(温州南-深圳北),5j000D229350,D,D2293,温州南,温州南,深圳北,深圳北,VRH,IOQ
1389,D2294(深圳北-温州南),6i000D229408,D,D2294,深圳北,深圳北,温州南,温州南,IOQ,VRH
1390,D2295(福州南-深圳北),5n000D22950D,D,D2295,福州南,福州南,深圳北,深圳北,FYS,IOQ
1391,D2296(深圳北-泰宁),6i000D22960A,D,D2296,深圳北,深圳北,泰宁,泰宁,IOQ,TNS
1392,D2297(泰宁-深圳北),5u000D229708,D,D2297,泰宁,泰宁,深圳北,深圳北,TNS,IOQ
1393,D2298(深圳北-福州南),6i000D22980B,D,D2298,深圳北,深圳北,福州南,福州南,IOQ,FYS
1394,D2301(福州南-深圳北),5n000D23010C,D,D2301,福州南,福州南,深圳北,深圳北,FYS,IOQ
1395,D2302(深圳北-厦门),6i000D230206,D,D2302,深圳北,深圳北,厦门,厦门,IOQ,XMS
1396,D2303(福州南-深圳北),5n000D23030C,D,D2303,福州南,福州南,深圳北,深圳北,FYS,IOQ
1397,D2304(深圳北-武夷山东),6i000D230409,D,D2304,深圳北,深圳北,武夷山东,武夷山东,IOQ,WCS
1398,D2305(厦门-深圳北),58000D230508,D,D2305,厦门,厦门,深圳北,深圳北,XMS,IOQ
1399,D2306(深圳北-福州南),6i000D23060D,D,D2306,深圳北,深圳北,福州南,福州南,IOQ,FYS
1400,D2307(福州南-深圳北),5n000D23070B,D,D2307,福州南,福州南,深圳北,深圳北,FYS,IOQ
1401,D2308(深圳北-福州南),6i000D230807,D,D2308,深圳北,深圳北,福州南,福州南,IOQ,FYS
1402,D2309(福州南-深圳北),5n000D230909,D,D2309,福州南,福州南,深圳北,深圳北,FYS,IOQ
1403,D2310(深圳北-福州南),6i000D23100A,D,D2310,深圳北,深圳北,福州南,福州南,IOQ,FYS
1404,D2311(福州南-深圳北),5n000D23110B,D,D2311,福州南,福州南,深圳北,深圳北,FYS,IOQ
1405,D2312(深圳北-福州南),6i000D23120A,D,D2312,深圳北,深圳北,福州南,福州南,IOQ,FYS
1406,D2313(泉州-深圳北),5n000D231307,D,D2313,泉州,泉州,深圳北,深圳北,QYS,IOQ
1407,D2314(深圳北-泉州),6i000D231405,D,D2314,深圳北,深圳北,泉州,泉州,IOQ,QYS
1408,D2315(泉州-深圳北),5n000D231508,D,D2315,泉州,泉州,深圳北,深圳北,QYS,IOQ
1409,D2316(深圳北-厦门),6i000D231608,D,D2316,深圳北,深圳北,厦门,厦门,IOQ,XMS
1410,D2317(厦门-深圳北),58000D231707,D,D2317,厦门,厦门,深圳北,深圳北,XMS,IOQ
1411,D2318(深圳北-厦门北),6i000D231805,D,D2318,深圳北,深圳北,厦门北,厦门北,IOQ,XKS
1412,D2319(厦门北-深圳北),5n000D231907,D,D2319,厦门北,厦门北,深圳北,深圳北,XKS,IOQ
1413,D2320(深圳北-泉州),6i000D232005,D,D2320,深圳北,深圳北,泉州,泉州,IOQ,QYS
1414,D2321(南昌西-深圳北),5u000D232107,D,D2321,南昌西,南昌西,深圳北,深圳北,NXG,IOQ
1415,D2322(深圳北-南昌西),6i000D232209,D,D2322,深圳北,深圳北,南昌西,南昌西,IOQ,NXG
1416,D2323(福州南-深圳北),5n000D23230B,D,D2323,福州南,福州南,深圳北,深圳北,FYS,IOQ
1417,D2324(深圳北-福州南),6i000D232407,D,D2324,深圳北,深圳北,福州南,福州南,IOQ,FYS
1418,D2326(深圳北-福州南),6i000D23260N,D,D2326,深圳北,深圳北,福州南,福州南,IOQ,FYS
1419,D2327(福州南-深圳北),5n000D23270G,D,D2327,福州南,福州南,深圳北,深圳北,FYS,IOQ
1420,D2328(深圳北-福州南),6i000D232809,D,D2328,深圳北,深圳北,福州南,福州南,IOQ,FYS
1421,D2329(厦门北-深圳北),5n000D232909,D,D2329,厦门北,厦门北,深圳北,深圳北,XKS,IOQ
1422,D2330(深圳北-福州),6i000D233009,D,D2330,深圳北,深圳北,福州,福州,IOQ,FZS
1423,D2331(福州-深圳北),58000D233107,D,D2331,福州,福州,深圳北,深圳北,FZS,IOQ
1424,D2332(深圳北-厦门北),6i000D233208,D,D2332,深圳北,深圳北,厦门北,厦门北,IOQ,XKS
1425,D2333(厦门-深圳北),58000D233307,D,D2333,厦门,厦门,深圳北,深圳北,XMS,IOQ
1426,D2334(深圳北-厦门),6i000D233403,D,D2334,深圳北,深圳北,厦门,厦门,IOQ,XMS
1427,D2335(厦门-深圳北),58000D233507,D,D2335,厦门,厦门,深圳北,深圳北,XMS,IOQ
1428,D2336(深圳北-厦门),6i000D233603,D,D2336,深圳北,深圳北,厦门,厦门,IOQ,XMS
1429,D2337(厦门-深圳北),58000D233707,D,D2337,厦门,厦门,深圳北,深圳北,XMS,IOQ
1430,D2338(深圳北-厦门),6i000D233804,D,D2338,深圳北,深圳北,厦门,厦门,IOQ,XMS
1431,D2341(厦门北-深圳北),5n000D23410C,D,D2341,厦门北,厦门北,深圳北,深圳北,XKS,IOQ
1432,D2342(深圳北-厦门北),6i000D234207,D,D2342,深圳北,深圳北,厦门北,厦门北,IOQ,XKS
1433,D2343(泉州-深圳北),5n000D23430A,D,D2343,泉州,泉州,深圳北,深圳北,QYS,IOQ
1434,D2344(深圳北-泉州),6i000D234407,D,D2344,深圳北,深圳北,泉州,泉州,IOQ,QYS
1435,D2349(厦门北-深圳北),5n000D234905,D,D2349,厦门北,厦门北,深圳北,深圳北,XKS,IOQ
1436,D2350(深圳北-厦门北),6i000D235004,D,D2350,深圳北,深圳北,厦门北,厦门北,IOQ,XKS
1437,D2351(龙岩-深圳北),5c000D235106,D,D2351,龙岩,龙岩,深圳北,深圳北,LYS,IOQ
1438,D2352(深圳北-武夷山东),6i000D235208,D,D2352,深圳北,深圳北,武夷山东,武夷山东,IOQ,WCS
1439,D2353(武夷山东-深圳北),5y000D235301,D,D2353,武夷山东,武夷山东,深圳北,深圳北,WCS,IOQ
1440,D2354(深圳北-龙岩),6i000D235406,D,D2354,深圳北,深圳北,龙岩,龙岩,IOQ,LYS
1441,D2355(龙岩-深圳北),5c000D235502,D,D2355,龙岩,龙岩,深圳北,深圳北,LYS,IOQ
1442,D2356(深圳北-龙岩),6i000D235601,D,D2356,深圳北,深圳北,龙岩,龙岩,IOQ,LYS
1443,D2357(赣州-深圳北),57000D235703,D,D2357,赣州,赣州,深圳北,深圳北,GZG,IOQ
1444,D2358(深圳北-赣州),6i000D235802,D,D2358,深圳北,深圳北,赣州,赣州,IOQ,GZG
1445,D2361(南宁东-广州南),71000D236106,D,D2361,南宁东,南宁东,广州南,广州南,NFZ,IZQ
1446,D2362(广州南-南宁东),6c000D236206,D,D2362,广州南,广州南,南宁东,南宁东,IZQ,NFZ
1447,D2363(南宁东-广州南),71000D236306,D,D2363,南宁东,南宁东,广州南,广州南,NFZ,IZQ
1448,D2364(广州南-南宁东),6c000D236407,D,D2364,广州南,广州南,南宁东,南宁东,IZQ,NFZ
1449,D2367(桂林北-珠海),71000D23670A,D,D2367,桂林北,桂林北,珠海,珠海,GBZ,ZHQ
1450,D2368(珠海-桂林北),6e000D236804,D,D2368,珠海,珠海,桂林北,桂林北,ZHQ,GBZ
1451,D2373(南京南-成都东),5l000D237310,D,D2373,南京南,南京南,成都东,成都东,NKH,ICW
1452,D2374(成都东-南京南),76000D237400,D,D2374,成都东,成都东,南京南,南京南,ICW,NKH
1453,D2501(太原南-西安北),27000D250102,D,D2501,太原南,太原南,西安北,西安北,TNV,EAY
1454,D2502(西安北-太原南),4f000D250203,D,D2502,西安北,西安北,太原南,太原南,EAY,TNV
1455,D2503(太原南-西安北),27000D250303,D,D2503,太原南,太原南,西安北,西安北,TNV,EAY
1456,D2504(西安北-太原南),4f000D250405,D,D2504,西安北,西安北,太原南,太原南,EAY,TNV
1457,D2505(太原南-西安北),27000D250505,D,D2505,太原南,太原南,西安北,西安北,TNV,EAY
1458,D2506(西安北-太原南),4f000D250607,D,D2506,西安北,西安北,太原南,太原南,EAY,TNV
1459,D2507(太原南-西安北),27000D250704,D,D2507,太原南,太原南,西安北,西安北,TNV,EAY
1460,D2508(西安北-太原南),4f000D250805,D,D2508,西安北,西安北,太原南,太原南,EAY,TNV
1461,D2509(太原南-西安北),27000D250904,D,D2509,太原南,太原南,西安北,西安北,TNV,EAY
1462,D2510(西安北-太原南),4f000D251009,D,D2510,西安北,西安北,太原南,太原南,EAY,TNV
1463,D2511(太原南-西安北),27000D251114,D,D2511,太原南,太原南,西安北,西安北,TNV,EAY
1464,D2512(西安北-太原南),4f000D251203,D,D2512,西安北,西安北,太原南,太原南,EAY,TNV
1465,D2513(太原南-西安北),27000D251306,D,D2513,太原南,太原南,西安北,西安北,TNV,EAY
1466,D2514(西安北-太原南),4f000D251404,D,D2514,西安北,西安北,太原南,太原南,EAY,TNV
1467,D2515(太原南-西安北),27000D251508,D,D2515,太原南,太原南,西安北,西安北,TNV,EAY
1468,D2516(西安北-太原南),4f000D251602,D,D2516,西安北,西安北,太原南,太原南,EAY,TNV
1469,D2517(太原南-西安北),27000D251704,D,D2517,太原南,太原南,西安北,西安北,TNV,EAY
1470,D2518(西安北-太原南),4f000D251804,D,D2518,西安北,西安北,太原南,太原南,EAY,TNV
1471,D2519(太原南-西安北),27000D251902,D,D2519,太原南,太原南,西安北,西安北,TNV,EAY
1472,D2520(西安北-太原南),4f000D252003,D,D2520,西安北,西安北,太原南,太原南,EAY,TNV
1473,D2521(太原南-西安北),27000D252122,D,D2521,太原南,太原南,西安北,西安北,TNV,EAY
1474,D2522(西安北-太原南),4f000D25220E,D,D2522,西安北,西安北,太原南,太原南,EAY,TNV
1475,D2523(太原南-西安北),27000D252301,D,D2523,太原南,太原南,西安北,西安北,TNV,EAY
1476,D2524(西安北-太原南),4f000D252404,D,D2524,西安北,西安北,太原南,太原南,EAY,TNV
1477,D2525(太原南-西安北),27000D252501,D,D2525,太原南,太原南,西安北,西安北,TNV,EAY
1478,D2526(西安北-太原南),4f000D252603,D,D2526,西安北,西安北,太原南,太原南,EAY,TNV
1479,D2527(太原南-西安北),27000D252714,D,D2527,太原南,太原南,西安北,西安北,TNV,EAY
1480,D2528(西安北-太原南),4f000D252804,D,D2528,西安北,西安北,太原南,太原南,EAY,TNV
1481,D2529(太原南-西安北),27000D252910,D,D2529,太原南,太原南,西安北,西安北,TNV,EAY
1482,D2530(西安北-太原南),4f000D253002,D,D2530,西安北,西安北,太原南,太原南,EAY,TNV
1483,D2531(太原南-西安北),27000D253110,D,D2531,太原南,太原南,西安北,西安北,TNV,EAY
1484,D2532(西安北-太原南),4f000D253200,D,D2532,西安北,西安北,太原南,太原南,EAY,TNV
1485,D2533(太原南-西安北),27000D253310,D,D2533,太原南,太原南,西安北,西安北,TNV,EAY
1486,D2534(西安北-太原南),4f000D253400,D,D2534,西安北,西安北,太原南,太原南,EAY,TNV
1487,D2561(太原南-宝鸡南),27000D256100,D,D2561,太原南,太原南,宝鸡南,宝鸡南,TNV,BBY
1488,D2562(宝鸡南-太原南),4g000D256200,D,D2562,宝鸡南,宝鸡南,太原南,太原南,BBY,TNV
1489,D2563(太原南-宝鸡南),27000D256300,D,D2563,太原南,太原南,宝鸡南,宝鸡南,TNV,BBY
1490,D2564(宝鸡南-太原南),4g000D256402,D,D2564,宝鸡南,宝鸡南,太原南,太原南,BBY,TNV
1491,D2601(福州-长沙南),58000D26040A,D,D2601,福州,福州,长沙南,长沙南,FZS,CWQ
1492,D2602(长沙南-福州),6c000D260206,D,D2602,长沙南,长沙南,福州,福州,CWQ,FZS
1493,D2603(长沙南-福州),6c000D260206,D,D2603,长沙南,长沙南,福州,福州,CWQ,FZS
1494,D2604(福州-长沙南),58000D26040A,D,D2604,福州,福州,长沙南,长沙南,FZS,CWQ
1495,D2605(厦门北-长沙南),5n000D26080A,D,D2605,厦门北,厦门北,长沙南,长沙南,XKS,CWQ
1496,D2606(长沙南-厦门北),6c000D260608,D,D2606,长沙南,长沙南,厦门北,厦门北,CWQ,XKS
1497,D2607(长沙南-厦门北),6c000D260608,D,D2607,长沙南,长沙南,厦门北,厦门北,CWQ,XKS
1498,D2608(厦门北-长沙南),5n000D26080A,D,D2608,厦门北,厦门北,长沙南,长沙南,XKS,CWQ
1499,D2701(兰州西-乌鲁木齐),8d000D270131,D,D2701,兰州西,兰州西,乌鲁木齐,乌鲁木齐,LAJ,WAR
1500,D2703(兰州西-乌鲁木齐),8d000D270331,D,D2703,兰州西,兰州西,乌鲁木齐,乌鲁木齐,LAJ,WAR
1501,D2704(乌鲁木齐-兰州西),93000D270420,D,D2704,乌鲁木齐,乌鲁木齐,兰州西,兰州西,WAR,LAJ
1502,D2705(兰州西-乌鲁木齐),8d000D270522,D,D2705,兰州西,兰州西,乌鲁木齐,乌鲁木齐,LAJ,WAR
