,station_train_code,train_no,train_type,train_code,from_station,from_station_name,to_station,to_station_name,from_station_telecode,to_station_telecode
0,C1001(长春-延吉西),11000C100102,C,C1001,长春,长春,延吉西,延吉西,CCT,YXL
1,C1002(延吉西-长春),1c000C100203,C,C1002,延吉西,延吉西,长春,长春,YXL,CCT
2,C1003(长春-珲春),11000C100302,C,C1003,长春,长春,珲春,珲春,CCT,HUL
3,C1004(延吉西-长春),1c000C100401,C,C1004,延吉西,延吉西,长春,长春,YXL,CCT
4,C1005(长春-延吉西),11000C100501,C,C1005,长春,长春,延吉西,延吉西,CCT,YXL
5,C1006(延吉西-长春),1c000C100602,C,C1006,延吉西,延吉西,长春,长春,YXL,CCT
6,C1007(长春-延吉西),11000C100703,C,C1007,长春,长春,延吉西,延吉西,CCT,YXL
7,C1008(珲春-长春),1c000C100801,C,C1008,珲春,珲春,长春,长春,HUL,CCT
8,C1009(长春-珲春),11000C100903,C,C1009,长春,长春,珲春,珲春,CCT,HUL
9,C1010(延吉西-长春),1c000C101001,C,C1010,延吉西,延吉西,长春,长春,YXL,CCT
10,C1011(长春-延吉西),11000C101101,C,C1011,长春,长春,延吉西,延吉西,CCT,YXL
11,C1012(珲春-长春),1c000C101202,C,C1012,珲春,珲春,长春,长春,HUL,CCT
12,C1013(长春-珲春),11000C101302,C,C1013,长春,长春,珲春,珲春,CCT,HUL
13,C1014(珲春-长春),1c000C101401,C,C1014,珲春,珲春,长春,长春,HUL,CCT
14,C1015(长春-珲春),11000C101502,C,C1015,长春,长春,珲春,珲春,CCT,HUL
15,C1016(延吉西-长春),1c000C101602,C,C1016,延吉西,延吉西,长春,长春,YXL,CCT
16,C1017(长春-延吉西),11000C101702,C,C1017,长春,长春,延吉西,延吉西,CCT,YXL
17,C1018(延吉西-长春),1c000C101802,C,C1018,延吉西,延吉西,长春,长春,YXL,CCT
18,C1019(长春-延吉西),11000C101902,C,C1019,长春,长春,延吉西,延吉西,CCT,YXL
19,C1020(延吉西-长春),1c000C102003,C,C1020,延吉西,延吉西,长春,长春,YXL,CCT
20,C1021(长春-延吉西),11000C102102,C,C1021,长春,长春,延吉西,延吉西,CCT,YXL
21,C1022(珲春-长春),1c000C102201,C,C1022,珲春,珲春,长春,长春,HUL,CCT
22,C1023(长春-珲春),11000C102302,C,C1023,长春,长春,珲春,珲春,CCT,HUL
23,C1024(延吉西-长春),1c000C102402,C,C1024,延吉西,延吉西,长春,长春,YXL,CCT
24,C1025(长春-珲春),11000C102502,C,C1025,长春,长春,珲春,珲春,CCT,HUL
25,C1026(珲春-长春),1c000C102602,C,C1026,珲春,珲春,长春,长春,HUL,CCT
26,C1027(长春-延吉西),11000C102702,C,C1027,长春,长春,延吉西,延吉西,CCT,YXL
27,C1028(延吉西-长春),1c000C102801,C,C1028,延吉西,延吉西,长春,长春,YXL,CCT
28,C1029(长春-敦化),11000C102902,C,C1029,长春,长春,敦化,敦化,CCT,DHL
29,C1030(敦化-长春),18000C103002,C,C1030,敦化,敦化,长春,长春,DHL,CCT
30,C1031(延吉西-珲春),1c000C103101,C,C1031,延吉西,延吉西,珲春,珲春,YXL,HUL
31,C1032(珲春-延吉西),1c000C103201,C,C1032,珲春,珲春,延吉西,延吉西,HUL,YXL
32,C1034(珲春-延吉西),1c000C103400,C,C1034,珲春,珲春,延吉西,延吉西,HUL,YXL
33,C1035(延吉西-珲春),1c000C103507,C,C1035,延吉西,延吉西,珲春,珲春,YXL,HUL
34,C1036(珲春-延吉西),1c000C103607,C,C1036,珲春,珲春,延吉西,延吉西,HUL,YXL
35,C1037(延吉西-珲春),1c000C103700,C,C1037,延吉西,延吉西,珲春,珲春,YXL,HUL
36,C1041(长春-延吉西),11000C104100,C,C1041,长春,长春,延吉西,延吉西,CCT,YXL
37,C1042(珲春-长春),1c000C104200,C,C1042,珲春,珲春,长春,长春,HUL,CCT
38,C1043(长春-珲春),11000C104300,C,C1043,长春,长春,珲春,珲春,CCT,HUL
39,C1044(珲春-长春),1c000C104400,C,C1044,珲春,珲春,长春,长春,HUL,CCT
40,C1201(长春西-吉林),1g000C120101,C,C1201,长春西,长春西,吉林,吉林,CRT,JLL
41,C1202(吉林-长春),18000C120202,C,C1202,吉林,吉林,长春,长春,JLL,CCT
42,C1203(长春西-吉林),1g000C120302,C,C1203,长春西,长春西,吉林,吉林,CRT,JLL
43,C1204(吉林-长春),18000C120401,C,C1204,吉林,吉林,长春,长春,JLL,CCT
44,C1205(长春-吉林),11000C120501,C,C1205,长春,长春,吉林,吉林,CCT,JLL
45,C1206(吉林-长春),18000C120601,C,C1206,吉林,吉林,长春,长春,JLL,CCT
46,C1207(长春-吉林),11000C120701,C,C1207,长春,长春,吉林,吉林,CCT,JLL
47,C1208(吉林-长春),18000C120801,C,C1208,吉林,吉林,长春,长春,JLL,CCT
48,C1209(长春-吉林),11000C120901,C,C1209,长春,长春,吉林,吉林,CCT,JLL
49,C1210(吉林-长春),18000C121001,C,C1210,吉林,吉林,长春,长春,JLL,CCT
50,C1211(长春-吉林),11000C121101,C,C1211,长春,长春,吉林,吉林,CCT,JLL
51,C1212(吉林-长春),18000C121201,C,C1212,吉林,吉林,长春,长春,JLL,CCT
52,C1213(长春-吉林),11000C121301,C,C1213,长春,长春,吉林,吉林,CCT,JLL
53,C1214(吉林-长春),18000C121401,C,C1214,吉林,吉林,长春,长春,JLL,CCT
54,C1215(长春-吉林),11000C121501,C,C1215,长春,长春,吉林,吉林,CCT,JLL
55,C1216(吉林-长春),18000C121601,C,C1216,吉林,吉林,长春,长春,JLL,CCT
56,C1217(长春-吉林),11000C121701,C,C1217,长春,长春,吉林,吉林,CCT,JLL
57,C1218(吉林-长春),18000C121801,C,C1218,吉林,吉林,长春,长春,JLL,CCT
58,C1219(长春-吉林),11000C121901,C,C1219,长春,长春,吉林,吉林,CCT,JLL
59,C1220(吉林-长春),18000C122001,C,C1220,吉林,吉林,长春,长春,JLL,CCT
60,C1221(长春-吉林),11000C122102,C,C1221,长春,长春,吉林,吉林,CCT,JLL
61,C1222(吉林-长春),18000C122201,C,C1222,吉林,吉林,长春,长春,JLL,CCT
62,C1223(长春-吉林),11000C122301,C,C1223,长春,长春,吉林,吉林,CCT,JLL
63,C1224(吉林-长春),18000C122401,C,C1224,吉林,吉林,长春,长春,JLL,CCT
64,C1225(长春-吉林),11000C122501,C,C1225,长春,长春,吉林,吉林,CCT,JLL
65,C1226(吉林-长春),18000C122602,C,C1226,吉林,吉林,长春,长春,JLL,CCT
66,C1227(长春-吉林),11000C122701,C,C1227,长春,长春,吉林,吉林,CCT,JLL
67,C1228(吉林-长春),18000C122801,C,C1228,吉林,吉林,长春,长春,JLL,CCT
68,C1229(长春-吉林),11000C122902,C,C1229,长春,长春,吉林,吉林,CCT,JLL
69,C1230(吉林-长春),18000C123001,C,C1230,吉林,吉林,长春,长春,JLL,CCT
70,C1232(吉林-长春),18000C123201,C,C1232,吉林,吉林,长春,长春,JLL,CCT
71,C1235(长春-吉林),11000C123501,C,C1235,长春,长春,吉林,吉林,CCT,JLL
72,C1238(吉林-长春),18000C123801,C,C1238,吉林,吉林,长春,长春,JLL,CCT
73,C1241(长春西-吉林),1g000C124102,C,C1241,长春西,长春西,吉林,吉林,CRT,JLL
74,C1242(吉林-长春),18000C124201,C,C1242,吉林,吉林,长春,长春,JLL,CCT
75,C1243(长春-吉林),11000C124301,C,C1243,长春,长春,吉林,吉林,CCT,JLL
76,C1244(吉林-长春),18000C124403,C,C1244,吉林,吉林,长春,长春,JLL,CCT
77,C1245(长春-吉林),11000C124500,C,C1245,长春,长春,吉林,吉林,CCT,JLL
78,C1246(吉林-长春),18000C124600,C,C1246,吉林,吉林,长春,长春,JLL,CCT
79,C1247(长春-吉林),11000C124700,C,C1247,长春,长春,吉林,吉林,CCT,JLL
80,C1248(吉林-长春),18000C124800,C,C1248,吉林,吉林,长春,长春,JLL,CCT
81,C1249(长春-吉林),11000C124900,C,C1249,长春,长春,吉林,吉林,CCT,JLL
82,C2002(天津-北京南),25000C20020H,C,C2002,天津,天津,北京南,北京南,TJP,VNP
83,C2003(北京南-天津),24000C20030E,C,C2003,北京南,北京南,天津,天津,VNP,TJP
84,C2004(天津-北京南),25000C20040B,C,C2004,天津,天津,北京南,北京南,TJP,VNP
85,C2005(北京南-天津),24000C20050E,C,C2005,北京南,北京南,天津,天津,VNP,TJP
86,C2006(天津-北京南),25000C20060A,C,C2006,天津,天津,北京南,北京南,TJP,VNP
87,C2007(北京南-天津),24000C20070A,C,C2007,北京南,北京南,天津,天津,VNP,TJP
88,C2008(天津-北京南),25000C20080H,C,C2008,天津,天津,北京南,北京南,TJP,VNP
89,C2009(北京南-天津),24000C20090D,C,C2009,北京南,北京南,天津,天津,VNP,TJP
90,C2010(天津-北京南),25000C20100C,C,C2010,天津,天津,北京南,北京南,TJP,VNP
91,C2011(北京南-天津),24000C20110E,C,C2011,北京南,北京南,天津,天津,VNP,TJP
92,C2012(天津-北京南),25000C20120J,C,C2012,天津,天津,北京南,北京南,TJP,VNP
93,C2013(北京南-天津),24000C20130E,C,C2013,北京南,北京南,天津,天津,VNP,TJP
94,C2014(天津-北京南),25000C201409,C,C2014,天津,天津,北京南,北京南,TJP,VNP
95,C2015(北京南-天津),24000C20150J,C,C2015,北京南,北京南,天津,天津,VNP,TJP
96,C2016(天津-北京南),25000C20160C,C,C2016,天津,天津,北京南,北京南,TJP,VNP
97,C2017(北京南-天津),24000C20170F,C,C2017,北京南,北京南,天津,天津,VNP,TJP
98,C2018(天津-北京南),25000C20180H,C,C2018,天津,天津,北京南,北京南,TJP,VNP
99,C2019(北京南-天津),24000C20190D,C,C2019,北京南,北京南,天津,天津,VNP,TJP
100,C2020(天津-北京南),25000C202009,C,C2020,天津,天津,北京南,北京南,TJP,VNP
101,C2021(北京南-天津),24000C20210F,C,C2021,北京南,北京南,天津,天津,VNP,TJP
102,C2022(天津-北京南),25000C20220D,C,C2022,天津,天津,北京南,北京南,TJP,VNP
103,C2023(北京南-天津),24000C20230G,C,C2023,北京南,北京南,天津,天津,VNP,TJP
104,C2024(天津-北京南),25000C20240J,C,C2024,天津,天津,北京南,北京南,TJP,VNP
105,C2025(北京南-天津),24000C20250B,C,C2025,北京南,北京南,天津,天津,VNP,TJP
106,C2026(天津-北京南),25000C20260D,C,C2026,天津,天津,北京南,北京南,TJP,VNP
107,C2027(北京南-天津),24000C20270H,C,C2027,北京南,北京南,天津,天津,VNP,TJP
108,C2028(天津-北京南),25000C20280D,C,C2028,天津,天津,北京南,北京南,TJP,VNP
109,C2029(北京南-天津),24000C20290G,C,C2029,北京南,北京南,天津,天津,VNP,TJP
110,C2030(天津-北京南),25000C20300C,C,C2030,天津,天津,北京南,北京南,TJP,VNP
111,C2031(北京南-天津),24000C20310H,C,C2031,北京南,北京南,天津,天津,VNP,TJP
112,C2032(天津-北京南),25000C20320E,C,C2032,天津,天津,北京南,北京南,TJP,VNP
113,C2033(北京南-天津),24000C20330P,C,C2033,北京南,北京南,天津,天津,VNP,TJP
114,C2034(天津-北京南),25000C20340H,C,C2034,天津,天津,北京南,北京南,TJP,VNP
115,C2035(北京南-天津),24000C20350E,C,C2035,北京南,北京南,天津,天津,VNP,TJP
116,C2036(天津-北京南),25000C20360N,C,C2036,天津,天津,北京南,北京南,TJP,VNP
117,C2037(北京南-天津),24000C20370F,C,C2037,北京南,北京南,天津,天津,VNP,TJP
118,C2038(天津-北京南),25000C20380E,C,C2038,天津,天津,北京南,北京南,TJP,VNP
119,C2039(北京南-天津),24000C20390E,C,C2039,北京南,北京南,天津,天津,VNP,TJP
120,C2040(天津-北京南),25000C20400E,C,C2040,天津,天津,北京南,北京南,TJP,VNP
121,C2041(北京南-天津),24000C20410F,C,C2041,北京南,北京南,天津,天津,VNP,TJP
122,C2042(天津-北京南),25000C20420D,C,C2042,天津,天津,北京南,北京南,TJP,VNP
123,C2043(北京南-天津),24000C20430K,C,C2043,北京南,北京南,天津,天津,VNP,TJP
124,C2044(天津-北京南),25000C20440E,C,C2044,天津,天津,北京南,北京南,TJP,VNP
125,C2045(北京南-天津),24000C20450F,C,C2045,北京南,北京南,天津,天津,VNP,TJP
126,C2046(天津-北京南),25000C20460H,C,C2046,天津,天津,北京南,北京南,TJP,VNP
127,C2047(北京南-天津),24000C20470F,C,C2047,北京南,北京南,天津,天津,VNP,TJP
128,C2048(天津-北京南),25000C20480M,C,C2048,天津,天津,北京南,北京南,TJP,VNP
129,C2049(北京南-天津),24000C20490E,C,C2049,北京南,北京南,天津,天津,VNP,TJP
130,C2050(天津-北京南),25000C20500H,C,C2050,天津,天津,北京南,北京南,TJP,VNP
131,C2051(北京南-天津),24000C20510E,C,C2051,北京南,北京南,天津,天津,VNP,TJP
132,C2052(天津-北京南),25000C20520B,C,C2052,天津,天津,北京南,北京南,TJP,VNP
133,C2053(北京南-天津),24000C20530I,C,C2053,北京南,北京南,天津,天津,VNP,TJP
134,C2054(天津-北京南),25000C20540G,C,C2054,天津,天津,北京南,北京南,TJP,VNP
135,C2055(北京南-天津),24000C20550D,C,C2055,北京南,北京南,天津,天津,VNP,TJP
136,C2056(天津-北京南),25000C20560A,C,C2056,天津,天津,北京南,北京南,TJP,VNP
137,C2057(北京南-天津),24000C20570E,C,C2057,北京南,北京南,天津,天津,VNP,TJP
138,C2058(天津-北京南),25000C20580F,C,C2058,天津,天津,北京南,北京南,TJP,VNP
139,C2059(北京南-天津),24000C20590C,C,C2059,北京南,北京南,天津,天津,VNP,TJP
140,C2060(天津-北京南),25000C20600C,C,C2060,天津,天津,北京南,北京南,TJP,VNP
141,C2061(北京南-天津),24000C20610G,C,C2061,北京南,北京南,天津,天津,VNP,TJP
142,C2062(天津-北京南),25000C20620D,C,C2062,天津,天津,北京南,北京南,TJP,VNP
143,C2063(北京南-天津),24000C20630F,C,C2063,北京南,北京南,天津,天津,VNP,TJP
144,C2064(天津-北京南),25000C20640G,C,C2064,天津,天津,北京南,北京南,TJP,VNP
145,C2065(北京南-天津),24000C20650D,C,C2065,北京南,北京南,天津,天津,VNP,TJP
146,C2066(天津-北京南),25000C20660D,C,C2066,天津,天津,北京南,北京南,TJP,VNP
147,C2067(北京南-天津),24000C20670C,C,C2067,北京南,北京南,天津,天津,VNP,TJP
148,C2068(天津-北京南),25000C20680C,C,C2068,天津,天津,北京南,北京南,TJP,VNP
149,C2069(北京南-天津),24000C20690D,C,C2069,北京南,北京南,天津,天津,VNP,TJP
150,C2070(天津-北京南),25000C20700F,C,C2070,天津,天津,北京南,北京南,TJP,VNP
151,C2071(北京南-天津),24000C20710A,C,C2071,北京南,北京南,天津,天津,VNP,TJP
152,C2072(天津-北京南),25000C20720K,C,C2072,天津,天津,北京南,北京南,TJP,VNP
153,C2073(北京南-天津),24000C20730A,C,C2073,北京南,北京南,天津,天津,VNP,TJP
154,C2074(天津-北京南),25000C20740B,C,C2074,天津,天津,北京南,北京南,TJP,VNP
155,C2075(北京南-天津),24000C20750D,C,C2075,北京南,北京南,天津,天津,VNP,TJP
156,C2076(天津-北京南),25000C20760G,C,C2076,天津,天津,北京南,北京南,TJP,VNP
157,C2077(北京南-天津),24000C20770D,C,C2077,北京南,北京南,天津,天津,VNP,TJP
158,C2078(天津-北京南),25000C20780F,C,C2078,天津,天津,北京南,北京南,TJP,VNP
159,C2079(北京南-天津),24000C20790G,C,C2079,北京南,北京南,天津,天津,VNP,TJP
160,C2080(天津-北京南),25000C20800B,C,C2080,天津,天津,北京南,北京南,TJP,VNP
161,C2081(北京南-天津),24000C20810F,C,C2081,北京南,北京南,天津,天津,VNP,TJP
162,C2082(天津-北京南),25000C20820F,C,C2082,天津,天津,北京南,北京南,TJP,VNP
163,C2083(北京南-天津),24000C20830C,C,C2083,北京南,北京南,天津,天津,VNP,TJP
164,C2084(天津-北京南),25000C20840H,C,C2084,天津,天津,北京南,北京南,TJP,VNP
165,C2085(北京南-天津),24000C20850E,C,C2085,北京南,北京南,天津,天津,VNP,TJP
166,C2086(天津-北京南),25000C20860C,C,C2086,天津,天津,北京南,北京南,TJP,VNP
167,C2087(北京南-天津),24000C20870C,C,C2087,北京南,北京南,天津,天津,VNP,TJP
168,C2088(天津-北京南),25000C20880E,C,C2088,天津,天津,北京南,北京南,TJP,VNP
169,C2089(北京南-天津),24000C20890H,C,C2089,北京南,北京南,天津,天津,VNP,TJP
170,C2090(天津-北京南),25000C20900O,C,C2090,天津,天津,北京南,北京南,TJP,VNP
171,C2091(北京南-天津),24000C20910J,C,C2091,北京南,北京南,天津,天津,VNP,TJP
172,C2092(天津-北京南),25000C20920A,C,C2092,天津,天津,北京南,北京南,TJP,VNP
173,C2093(北京南-天津),24000C20930H,C,C2093,北京南,北京南,天津,天津,VNP,TJP
174,C2094(天津-北京南),25000C20940A,C,C2094,天津,天津,北京南,北京南,TJP,VNP
175,C2095(北京南-天津),24000C209508,C,C2095,北京南,北京南,天津,天津,VNP,TJP
176,C2096(天津-北京南),25000C20960F,C,C2096,天津,天津,北京南,北京南,TJP,VNP
177,C2097(北京南-天津),24000C20970N,C,C2097,北京南,北京南,天津,天津,VNP,TJP
178,C2098(天津-北京南),25000C20980E,C,C2098,天津,天津,北京南,北京南,TJP,VNP
179,C2099(北京南-天津),24000C209905,C,C2099,北京南,北京南,天津,天津,VNP,TJP
180,C2100(天津-北京南),25000C21000F,C,C2100,天津,天津,北京南,北京南,TJP,VNP
181,C2101(北京南-天津),24000C21010U,C,C2101,北京南,北京南,天津,天津,VNP,TJP
182,C2102(天津-北京南),25000C21020T,C,C2102,天津,天津,北京南,北京南,TJP,VNP
183,C2103(北京南-天津),24000C210311,C,C2103,北京南,北京南,天津,天津,VNP,TJP
184,C2105(北京南-天津),24000C21050O,C,C2105,北京南,北京南,天津,天津,VNP,TJP
185,C2106(天津-北京南),25000C21060P,C,C2106,天津,天津,北京南,北京南,TJP,VNP
186,C2107(北京南-天津),24000C21070S,C,C2107,北京南,北京南,天津,天津,VNP,TJP
187,C2108(天津-北京南),25000C210814,C,C2108,天津,天津,北京南,北京南,TJP,VNP
188,C2201(北京南-天津),24000C22010G,C,C2201,北京南,北京南,天津,天津,VNP,TJP
189,C2202(天津-北京南),25000C22020D,C,C2202,天津,天津,北京南,北京南,TJP,VNP
190,C2203(北京南-天津),24000C22030D,C,C2203,北京南,北京南,天津,天津,VNP,TJP
191,C2204(天津-北京南),25000C22040C,C,C2204,天津,天津,北京南,北京南,TJP,VNP
192,C2205(北京南-天津),24000C22050G,C,C2205,北京南,北京南,天津,天津,VNP,TJP
193,C2206(天津-北京南),25000C22060D,C,C2206,天津,天津,北京南,北京南,TJP,VNP
194,C2207(北京南-天津),24000C22070D,C,C2207,北京南,北京南,天津,天津,VNP,TJP
195,C2208(天津-北京南),25000C22080D,C,C2208,天津,天津,北京南,北京南,TJP,VNP
196,C2209(北京南-天津),24000C22090L,C,C2209,北京南,北京南,天津,天津,VNP,TJP
197,C2210(天津-北京南),25000C22100C,C,C2210,天津,天津,北京南,北京南,TJP,VNP
198,C2211(北京南-天津),24000C22110D,C,C2211,北京南,北京南,天津,天津,VNP,TJP
199,C2212(天津-北京南),25000C22120D,C,C2212,天津,天津,北京南,北京南,TJP,VNP
200,C2213(北京南-天津),24000C22130C,C,C2213,北京南,北京南,天津,天津,VNP,TJP
201,C2214(天津-北京南),25000C221408,C,C2214,天津,天津,北京南,北京南,TJP,VNP
202,C2215(北京南-天津),24000C22150B,C,C2215,北京南,北京南,天津,天津,VNP,TJP
203,C2216(天津-北京南),25000C221609,C,C2216,天津,天津,北京南,北京南,TJP,VNP
204,C2217(北京南-天津),24000C22170C,C,C2217,北京南,北京南,天津,天津,VNP,TJP
205,C2218(天津-北京南),25000C22180B,C,C2218,天津,天津,北京南,北京南,TJP,VNP
206,C2219(北京南-天津),24000C22190I,C,C2219,北京南,北京南,天津,天津,VNP,TJP
207,C2220(天津-北京南),25000C22200A,C,C2220,天津,天津,北京南,北京南,TJP,VNP
208,C2221(北京南-天津),24000C22210D,C,C2221,北京南,北京南,天津,天津,VNP,TJP
209,C2222(天津-北京南),25000C22220B,C,C2222,天津,天津,北京南,北京南,TJP,VNP
210,C2223(北京南-天津),24000C22230A,C,C2223,北京南,北京南,天津,天津,VNP,TJP
211,C2224(天津-北京南),25000C22240E,C,C2224,天津,天津,北京南,北京南,TJP,VNP
212,C2225(北京南-天津),24000C222509,C,C2225,北京南,北京南,天津,天津,VNP,TJP
213,C2226(天津-北京南),25000C22260B,C,C2226,天津,天津,北京南,北京南,TJP,VNP
214,C2227(北京南-天津),24000C22270F,C,C2227,北京南,北京南,天津,天津,VNP,TJP
215,C2228(天津-北京南),25000C22280E,C,C2228,天津,天津,北京南,北京南,TJP,VNP
216,C2229(北京南-天津),24000C22290C,C,C2229,北京南,北京南,天津,天津,VNP,TJP
217,C2230(天津-北京南),25000C22300I,C,C2230,天津,天津,北京南,北京南,TJP,VNP
218,C2231(北京南-天津),24000C22310D,C,C2231,北京南,北京南,天津,天津,VNP,TJP
219,C2232(天津-北京南),25000C22320C,C,C2232,天津,天津,北京南,北京南,TJP,VNP
220,C2233(北京南-天津),24000C22330G,C,C2233,北京南,北京南,天津,天津,VNP,TJP
221,C2234(天津-北京南),25000C22340B,C,C2234,天津,天津,北京南,北京南,TJP,VNP
222,C2235(北京南-天津),24000C223507,C,C2235,北京南,北京南,天津,天津,VNP,TJP
223,C2236(天津-北京南),25000C223608,C,C2236,天津,天津,北京南,北京南,TJP,VNP
224,C2237(北京南-天津),24000C223708,C,C2237,北京南,北京南,天津,天津,VNP,TJP
225,C2238(天津-北京南),25000C223809,C,C2238,天津,天津,北京南,北京南,TJP,VNP
226,C2239(北京南-天津),24000C22390H,C,C2239,北京南,北京南,天津,天津,VNP,TJP
227,C2240(天津-北京南),25000C224009,C,C2240,天津,天津,北京南,北京南,TJP,VNP
228,C2241(北京南-天津),24000C22410L,C,C2241,北京南,北京南,天津,天津,VNP,TJP
229,C2242(天津-北京南),25000C22420O,C,C2242,天津,天津,北京南,北京南,TJP,VNP
230,C2243(北京南-天津),24000C22430H,C,C2243,北京南,北京南,天津,天津,VNP,TJP
231,C2244(天津-北京南),25000C22440H,C,C2244,天津,天津,北京南,北京南,TJP,VNP
232,C2245(北京南-天津),24000C224508,C,C2245,北京南,北京南,天津,天津,VNP,TJP
233,C2246(天津-北京南),25000C22460A,C,C2246,天津,天津,北京南,北京南,TJP,VNP
234,C2301(天津-于家堡),25000C230101,C,C2301,天津,天津,于家堡,于家堡,TJP,YKP
235,C2302(于家堡-天津),25000C230201,C,C2302,于家堡,于家堡,天津,天津,YKP,TJP
236,C2303(天津-于家堡),25000C230301,C,C2303,天津,天津,于家堡,于家堡,TJP,YKP
237,C2304(于家堡-天津),25000C230401,C,C2304,于家堡,于家堡,天津,天津,YKP,TJP
238,C2305(天津-于家堡),25000C230502,C,C2305,天津,天津,于家堡,于家堡,TJP,YKP
239,C2306(于家堡-天津),25000C230602,C,C2306,于家堡,于家堡,天津,天津,YKP,TJP
240,C2307(天津-于家堡),25000C230703,C,C2307,天津,天津,于家堡,于家堡,TJP,YKP
241,C2308(于家堡-天津),25000C230802,C,C2308,于家堡,于家堡,天津,天津,YKP,TJP
242,C2309(天津-于家堡),25000C230902,C,C2309,天津,天津,于家堡,于家堡,TJP,YKP
243,C2581(北京南-于家堡),24000C258103,C,C2581,北京南,北京南,于家堡,于家堡,VNP,YKP
244,C2582(于家堡-北京南),25000C258201,C,C2582,于家堡,于家堡,北京南,北京南,YKP,VNP
245,C2583(北京南-于家堡),24000C258302,C,C2583,北京南,北京南,于家堡,于家堡,VNP,YKP
246,C2584(于家堡-北京南),25000C258401,C,C2584,于家堡,于家堡,北京南,北京南,YKP,VNP
247,C2585(北京南-于家堡),24000C258502,C,C2585,北京南,北京南,于家堡,于家堡,VNP,YKP
248,C2586(于家堡-北京南),25000C258601,C,C2586,于家堡,于家堡,北京南,北京南,YKP,VNP
249,C2587(北京南-于家堡),24000C258702,C,C2587,北京南,北京南,于家堡,于家堡,VNP,YKP
250,C2588(于家堡-北京南),25000C258803,C,C2588,于家堡,于家堡,北京南,北京南,YKP,VNP
251,C2589(北京南-于家堡),24000C258901,C,C2589,北京南,北京南,于家堡,于家堡,VNP,YKP
252,C2590(于家堡-北京南),25000C259001,C,C2590,于家堡,于家堡,北京南,北京南,YKP,VNP
253,C2591(北京南-于家堡),24000C259102,C,C2591,北京南,北京南,于家堡,于家堡,VNP,YKP
254,C2592(于家堡-北京南),25000C259202,C,C2592,于家堡,于家堡,北京南,北京南,YKP,VNP
255,C2593(北京南-于家堡),24000C259301,C,C2593,北京南,北京南,于家堡,于家堡,VNP,YKP
256,C2594(于家堡-北京南),25000C259401,C,C2594,于家堡,于家堡,北京南,北京南,YKP,VNP
257,C2596(于家堡-北京南),25000C259602,C,C2596,于家堡,于家堡,北京南,北京南,YKP,VNP
258,C2613(北京南-天津西),24000C26130H,C,C2613,北京南,北京南,天津西,天津西,VNP,TXP
259,C2614(天津西-北京南),25000C261408,C,C2614,天津西,天津西,北京南,北京南,TXP,VNP
260,C2801(宋城路-郑州东),38000C280104,C,C2801,宋城路,宋城路,郑州东,郑州东,SFF,ZAF
261,C2802(郑州东-宋城路),38000C280220,C,C2802,郑州东,郑州东,宋城路,宋城路,ZAF,SFF
262,C2803(宋城路-郑州东),38000C280320,C,C2803,宋城路,宋城路,郑州东,郑州东,SFF,ZAF
263,C2804(郑州东-宋城路),38000C280420,C,C2804,郑州东,郑州东,宋城路,宋城路,ZAF,SFF
264,C2805(宋城路-郑州东),38000C280530,C,C2805,宋城路,宋城路,郑州东,郑州东,SFF,ZAF
265,C2806(郑州东-宋城路),38000C280630,C,C2806,郑州东,郑州东,宋城路,宋城路,ZAF,SFF
266,C2807(宋城路-郑州东),38000C280730,C,C2807,宋城路,宋城路,郑州东,郑州东,SFF,ZAF
267,C2808(郑州东-宋城路),38000C280830,C,C2808,郑州东,郑州东,宋城路,宋城路,ZAF,SFF
268,C2809(宋城路-郑州东),38000C280930,C,C2809,宋城路,宋城路,郑州东,郑州东,SFF,ZAF
269,C2810(郑州东-宋城路),38000C281020,C,C2810,郑州东,郑州东,宋城路,宋城路,ZAF,SFF
270,C2811(宋城路-郑州东),38000C281130,C,C2811,宋城路,宋城路,郑州东,郑州东,SFF,ZAF
271,C2812(郑州东-宋城路),38000C281210,C,C2812,郑州东,郑州东,宋城路,宋城路,ZAF,SFF
272,C2813(宋城路-郑州东),38000C281320,C,C2813,宋城路,宋城路,郑州东,郑州东,SFF,ZAF
273,C2814(郑州东-宋城路),38000C281410,C,C2814,郑州东,郑州东,宋城路,宋城路,ZAF,SFF
274,C2815(宋城路-郑州东),38000C281510,C,C2815,宋城路,宋城路,郑州东,郑州东,SFF,ZAF
275,C2816(郑州东-宋城路),38000C281610,C,C2816,郑州东,郑州东,宋城路,宋城路,ZAF,SFF
276,C2817(宋城路-郑州),38000C281710,C,C2817,宋城路,宋城路,郑州,郑州,SFF,ZZF
277,C2821(郑州-新郑机场),38000C282130,C,C2821,郑州,郑州,新郑机场,新郑机场,ZZF,EZF
278,C2822(新郑机场-郑州东),38000C282230,C,C2822,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
279,C2823(郑州东-新郑机场),38000C282320,C,C2823,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
280,C2824(新郑机场-郑州东),38000C282420,C,C2824,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
281,C2825(郑州东-新郑机场),38000C282520,C,C2825,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
282,C2826(新郑机场-郑州东),38000C282620,C,C2826,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
